Datetime,Open,High,Low,Close,Adj Close,Volume
2021-09-27 21:00:00+00:00,42701.8359375,42809.0703125,42674.390625,42785.5078125,42785.5078125,115720192
2021-09-27 21:15:00+00:00,42810.3671875,42906.98828125,42778.13671875,42906.98828125,42906.98828125,64897024
2021-09-27 21:30:00+00:00,42868.48046875,42985.76171875,42832.234375,42983.3046875,42983.3046875,94220288
2021-09-27 21:45:00+00:00,42978.8203125,43150.16015625,42953.84375,43085.9609375,43085.9609375,150454272
2021-09-27 22:00:00+00:00,43095.6796875,43155.1953125,43032.50390625,43155.1953125,43155.1953125,21538816
2021-09-27 22:15:00+00:00,43147.109375,43323.88671875,43147.109375,43323.88671875,43323.88671875,141910016
2021-09-27 22:30:00+00:00,43311.01171875,43357.82421875,43139.28515625,43139.28515625,43139.28515625,75452416
2021-09-27 22:45:00+00:00,43148.125,43149.1875,43048.4609375,43129.81640625,43129.81640625,27682816
2021-09-27 23:00:00+00:00,43187.9140625,43237.42578125,43057.75,43057.75,43057.75,0
2021-09-27 23:15:00+00:00,43088.796875,43088.796875,42830.8203125,42830.8203125,42830.8203125,5892096
2021-09-27 23:30:00+00:00,42823.4609375,42823.4609375,42244.55078125,42282.765625,42282.765625,45789184
2021-09-27 23:45:00+00:00,42311.51171875,42388.109375,42190.6328125,42388.109375,42388.109375,183175168
2021-09-28 00:00:00+00:00,42200.8984375,42287.3203125,42098.96875,42191.81640625,42191.81640625,379727872
2021-09-28 00:15:00+00:00,42182.1640625,42385.390625,42169.1953125,42278.140625,42278.140625,102914048
2021-09-28 00:30:00+00:00,42290.203125,42426.75390625,42216.1796875,42395.47265625,42395.47265625,126466048
2021-09-28 00:45:00+00:00,42398.609375,42398.609375,42257.50390625,42292.71484375,42292.71484375,0
2021-09-28 01:00:00+00:00,42329.01953125,42329.01953125,42180.4296875,42198.4921875,42198.4921875,42543104
2021-09-28 01:15:00+00:00,42202.03125,42300.72265625,42202.03125,42223.34375,42223.34375,58552320
2021-09-28 01:30:00+00:00,42236.65625,42491.625,42191.0234375,42491.625,42491.625,42557440
2021-09-28 01:45:00+00:00,42466.66015625,42554.30078125,42410.109375,42533.1171875,42533.1171875,198633472
2021-09-28 02:00:00+00:00,42507.7265625,42624.87109375,42507.7265625,42563.046875,42563.046875,31342592
2021-09-28 02:15:00+00:00,42573.6796875,42594.19140625,42510.3125,42560.3515625,42560.3515625,3049472
2021-09-28 02:30:00+00:00,42592.94140625,42592.94140625,42452.72265625,42452.72265625,42452.72265625,29513728
2021-09-28 02:45:00+00:00,42431.4296875,42486.5078125,42327.171875,42486.5078125,42486.5078125,2222080
2021-09-28 03:00:00+00:00,42467.703125,42532.01171875,42438.51953125,42503.55859375,42503.55859375,30795776
2021-09-28 03:15:00+00:00,42509.56640625,42593.20703125,42509.56640625,42525.66015625,42525.66015625,192550912
2021-09-28 03:30:00+00:00,42513.7109375,42552.39453125,42468.4609375,42511.828125,42511.828125,112322560
2021-09-28 03:45:00+00:00,42515.51953125,42609.890625,42515.51953125,42580.5,42580.5,78778368
2021-09-28 04:00:00+00:00,42588.6328125,42677.8984375,42542.9453125,42677.8984375,42677.8984375,98371584
2021-09-28 04:15:00+00:00,42659.62890625,42775.14453125,42659.62890625,42735.98046875,42735.98046875,87560192
2021-09-28 04:30:00+00:00,42755.21484375,42764.84765625,42638.32421875,42652.96875,42652.96875,0
2021-09-28 04:45:00+00:00,42638.5625,42700.4453125,42628.92578125,42700.4453125,42700.4453125,42141696
2021-09-28 05:00:00+00:00,42666.44921875,42722.4453125,42421.65625,42423.56640625,42423.56640625,25225216
2021-09-28 05:15:00+00:00,42411.10546875,42606.23828125,42411.10546875,42515.97265625,42515.97265625,165138432
2021-09-28 05:30:00+00:00,42482.68359375,42552.35546875,42461.04296875,42477.84375,42477.84375,0
2021-09-28 05:45:00+00:00,42541.33203125,42541.33203125,42414.078125,42452.83203125,42452.83203125,50982912
2021-09-28 06:00:00+00:00,42469.19921875,42507.2578125,42420.30078125,42420.30078125,42420.30078125,0
2021-09-28 06:15:00+00:00,42413.55859375,42413.55859375,42328.55859375,42353.89453125,42353.89453125,0
2021-09-28 06:30:00+00:00,42383.09375,42411.5234375,42259.66796875,42259.66796875,42259.66796875,0
2021-09-28 06:45:00+00:00,42183.4140625,42248.53515625,42009.87109375,42248.53515625,42248.53515625,193652736
2021-09-28 07:00:00+00:00,42227.921875,42302.20703125,42110.10546875,42110.10546875,42110.10546875,1939456
2021-09-28 07:15:00+00:00,42032.9453125,42046.4765625,41789.3203125,41846.46484375,41846.46484375,0
2021-09-28 07:30:00+00:00,41897.03515625,41941.95703125,41851.7890625,41922.625,41922.625,24727552
2021-09-28 07:45:00+00:00,41874.12109375,41874.12109375,41723.3359375,41761.3671875,41761.3671875,0
2021-09-28 08:00:00+00:00,41775.11328125,41838.11328125,41576.1328125,41765.1953125,41765.1953125,68016128
2021-09-28 08:15:00+00:00,41888.859375,42065.5859375,41788.0703125,41827.66015625,41827.66015625,331386880
2021-09-28 08:30:00+00:00,41780.68359375,41921.27734375,41686.34375,41921.27734375,41921.27734375,122552320
2021-09-28 08:45:00+00:00,41872.84375,41963.98828125,41716.375,41800.109375,41800.109375,77486080
2021-09-28 09:00:00+00:00,41855.4453125,41882.2890625,41693.70703125,41854.62109375,41854.62109375,20408320
2021-09-28 09:15:00+00:00,41848.52734375,42019.48828125,41780.6015625,41998.67578125,41998.67578125,155942912
2021-09-28 09:30:00+00:00,42044.203125,42105.2734375,41984.06640625,42052.4140625,42052.4140625,104343552
2021-09-28 09:45:00+00:00,42056.81640625,42065.125,41905.5625,41910.625,41910.625,387072
2021-09-28 10:00:00+00:00,41909.9375,41909.9375,41709.734375,41766.6015625,41766.6015625,0
2021-09-28 10:15:00+00:00,41798.421875,41926.4140625,41755.19921875,41766.22265625,41766.22265625,20365312
2021-09-28 10:30:00+00:00,41710.390625,41782.26171875,41710.390625,41753.1640625,41753.1640625,36220928
2021-09-28 10:45:00+00:00,41699.109375,41863.8046875,41699.109375,41850.9921875,41850.9921875,49860608
2021-09-28 11:00:00+00:00,41849.625,41948.12890625,41759.7734375,41946.3671875,41946.3671875,52996096
2021-09-28 11:15:00+00:00,41948.8984375,42071.15234375,41916.78515625,42017.2578125,42017.2578125,59410432
2021-09-28 11:30:00+00:00,42000.45703125,42060.62890625,41914.625,41914.625,41914.625,23613440
2021-09-28 11:45:00+00:00,41920.42578125,42098.18359375,41920.42578125,42098.18359375,42098.18359375,2410496
2021-09-28 12:00:00+00:00,42114.83203125,42130.6796875,42067.75390625,42067.75390625,42067.75390625,0
2021-09-28 12:15:00+00:00,42062.3203125,42082.62109375,42005.09765625,42066.671875,42066.671875,10592256
2021-09-28 12:30:00+00:00,42102.58984375,42129.9921875,41945.5,41945.5,41945.5,4573184
2021-09-28 12:45:00+00:00,41916.30859375,41950.8671875,41830.5703125,41830.5703125,41830.5703125,3549184
2021-09-28 13:00:00+00:00,41865.984375,42370.9765625,41865.984375,41929.08203125,41929.08203125,389470208
2021-09-28 13:15:00+00:00,41962.8203125,42461.17578125,41962.8203125,42461.17578125,42461.17578125,308469760
2021-09-28 13:30:00+00:00,42402.69921875,42441.46875,42266.8125,42354.85546875,42354.85546875,128557056
2021-09-28 13:45:00+00:00,42355.4140625,42355.4140625,41987.28125,42031.59375,42031.59375,27332608
2021-09-28 14:00:00+00:00,42038.77734375,42038.77734375,41582.72265625,41582.72265625,41582.72265625,75689984
2021-09-28 14:15:00+00:00,41629.0390625,41693.1640625,41379.94921875,41431.56640625,41431.56640625,335955968
2021-09-28 14:30:00+00:00,41530.58984375,41654.7890625,41503.63671875,41632.21484375,41632.21484375,58062848
2021-09-28 14:45:00+00:00,41648.04296875,41658.23046875,41498.0390625,41537.4296875,41537.4296875,0
2021-09-28 15:00:00+00:00,41557.4921875,41578.65234375,41432.765625,41480.96875,41480.96875,765952
2021-09-28 15:15:00+00:00,41433.86328125,41532.8203125,41385.51953125,41518.6796875,41518.6796875,102621184
2021-09-28 15:30:00+00:00,41495.78515625,41672.73046875,41495.78515625,41631.8125,41631.8125,27516928
2021-09-28 15:45:00+00:00,41617.546875,41652.578125,41474.37890625,41513.96484375,41513.96484375,0
2021-09-28 16:00:00+00:00,41490.4765625,41577.0,41411.3203125,41577.0,41577.0,78112768
2021-09-28 16:15:00+00:00,41576.55859375,41650.9765625,41561.98828125,41608.33203125,41608.33203125,18450432
2021-09-28 16:30:00+00:00,41618.53515625,41618.53515625,41477.44921875,41477.44921875,41477.44921875,21528576
2021-09-28 16:45:00+00:00,41435.87890625,41435.87890625,41225.88671875,41259.3828125,41259.3828125,29878272
2021-09-28 17:00:00+00:00,41278.796875,41321.68359375,41203.43359375,41205.44921875,41205.44921875,0
2021-09-28 17:15:00+00:00,41187.7421875,41423.54296875,41156.62109375,41360.30859375,41360.30859375,76240896
2021-09-28 17:30:00+00:00,41389.6484375,41408.5546875,41296.2734375,41408.5546875,41408.5546875,30834688
2021-09-28 17:45:00+00:00,41382.046875,41432.4375,41311.03515625,41401.79296875,41401.79296875,60002304
2021-09-28 18:00:00+00:00,41423.71875,41423.71875,41315.15625,41373.640625,41373.640625,2297856
2021-09-28 18:15:00+00:00,41307.32421875,41504.59765625,41307.32421875,41504.59765625,41504.59765625,170086400
2021-09-28 18:30:00+00:00,41521.7890625,41613.80859375,41510.52734375,41597.90625,41597.90625,105361408
2021-09-28 18:45:00+00:00,41616.7890625,41701.2421875,41595.33203125,41595.33203125,41595.33203125,87803904
2021-09-28 19:00:00+00:00,41585.40234375,41711.93359375,41585.40234375,41711.93359375,41711.93359375,202221568
2021-09-28 19:15:00+00:00,41721.74609375,41760.84765625,41650.890625,41677.65234375,41677.65234375,7663616
2021-09-28 19:30:00+00:00,41683.40625,41683.40625,41601.27734375,41617.58984375,41617.58984375,0
2021-09-28 19:45:00+00:00,41588.703125,41632.91015625,41426.359375,41572.625,41572.625,114270208
2021-09-28 20:00:00+00:00,41584.0234375,41856.7578125,41584.0234375,41618.125,41618.125,76349440
2021-09-28 20:15:00+00:00,41687.71875,41937.6328125,41671.37109375,41819.98828125,41819.98828125,199952384
2021-09-28 20:30:00+00:00,41823.71875,41847.54296875,41794.22265625,41802.48828125,41802.48828125,2615296
2021-09-28 20:45:00+00:00,41829.28515625,41875.07421875,41796.578125,41796.578125,41796.578125,0
2021-09-28 21:00:00+00:00,41791.609375,41897.96484375,41791.609375,41877.0390625,41877.0390625,11286528
2021-09-28 21:15:00+00:00,41882.79296875,41993.21875,41870.42578125,41949.07421875,41949.07421875,74129408
2021-09-28 21:30:00+00:00,41902.25390625,41902.25390625,41823.18359375,41850.75,41850.75,0
2021-09-28 21:45:00+00:00,41859.34375,41880.65234375,41802.89453125,41841.17578125,41841.17578125,9717760
2021-09-28 22:00:00+00:00,41865.84375,41867.41015625,41742.70703125,41802.26953125,41802.26953125,0
2021-09-28 22:15:00+00:00,41796.47265625,41847.375,41695.69921875,41697.625,41697.625,0
2021-09-28 22:30:00+00:00,41682.78515625,41770.28125,41656.74609375,41747.97265625,41747.97265625,18180096
2021-09-28 22:45:00+00:00,41736.9921875,41763.19921875,41632.71875,41632.71875,41632.71875,0
2021-09-28 23:00:00+00:00,41591.6875,41695.2890625,41591.6875,41611.26171875,41611.26171875,0
2021-09-28 23:15:00+00:00,41562.31640625,41589.2109375,41501.16796875,41546.76953125,41546.76953125,0
2021-09-28 23:30:00+00:00,41569.7265625,41569.7265625,41117.9296875,41117.9296875,41117.9296875,0
2021-09-28 23:45:00+00:00,41024.9296875,41055.37109375,40931.6640625,41039.26171875,41039.26171875,37175296
2021-09-29 00:00:00+00:00,41064.984375,41200.79296875,40935.96484375,40935.96484375,40935.96484375,3735552
2021-09-29 00:15:00+00:00,40893.015625,41278.1015625,40829.66796875,41278.1015625,41278.1015625,330756096
2021-09-29 00:30:00+00:00,41401.921875,41643.0234375,41319.46875,41624.55078125,41624.55078125,371429376
2021-09-29 00:45:00+00:00,41651.19140625,41651.19140625,41451.48046875,41583.87109375,41583.87109375,54722560
2021-09-29 01:00:00+00:00,41589.8125,41753.35546875,41585.14453125,41753.35546875,41753.35546875,53850112
2021-09-29 01:15:00+00:00,41772.76171875,41810.5703125,41696.4921875,41696.4921875,41696.4921875,16160768
2021-09-29 01:30:00+00:00,41697.0390625,41697.0390625,41375.65234375,41474.99609375,41474.99609375,0
2021-09-29 01:45:00+00:00,41454.4140625,41557.4765625,41434.72265625,41536.16796875,41536.16796875,0
2021-09-29 02:00:00+00:00,41584.66015625,41770.84375,41584.66015625,41658.77734375,41658.77734375,47505408
2021-09-29 02:15:00+00:00,41651.3515625,41820.57421875,41651.3515625,41820.57421875,41820.57421875,8583168
2021-09-29 02:30:00+00:00,41871.47265625,41871.47265625,41765.03515625,41836.05078125,41836.05078125,3590144
2021-09-29 02:45:00+00:00,41828.7265625,41831.1953125,41763.62890625,41779.14453125,41779.14453125,83912704
2021-09-29 03:00:00+00:00,41729.109375,41759.12890625,41663.17578125,41746.83984375,41746.83984375,0
2021-09-29 03:15:00+00:00,41786.08984375,41816.4140625,41731.2421875,41764.2890625,41764.2890625,0
2021-09-29 03:30:00+00:00,41782.203125,41879.6484375,41782.203125,41863.22265625,41863.22265625,34936832
2021-09-29 03:45:00+00:00,41883.65625,42241.50390625,41883.65625,42171.41796875,42171.41796875,214917120
2021-09-29 04:00:00+00:00,42185.25390625,42460.109375,42171.703125,42417.07421875,42417.07421875,271921152
2021-09-29 04:15:00+00:00,42395.51171875,42407.69921875,42296.96484375,42314.0,42314.0,0
2021-09-29 04:30:00+00:00,42308.02734375,42338.7421875,42263.28125,42316.4921875,42316.4921875,4581376
2021-09-29 04:45:00+00:00,42337.890625,42352.44921875,42204.3359375,42204.3359375,42204.3359375,0
2021-09-29 05:00:00+00:00,42262.4453125,42290.93359375,42145.17578125,42145.17578125,42145.17578125,0
2021-09-29 05:15:00+00:00,42153.91796875,42153.91796875,42049.296875,42126.21875,42126.21875,31600640
2021-09-29 05:30:00+00:00,42154.90625,42215.9140625,42065.6015625,42184.59375,42184.59375,53540864
2021-09-29 05:45:00+00:00,42193.33984375,42271.0390625,42193.33984375,42264.16796875,42264.16796875,47095808
2021-09-29 06:00:00+00:00,42303.6484375,42352.65234375,42182.09765625,42194.15234375,42194.15234375,13592576
2021-09-29 06:15:00+00:00,42248.12890625,42248.12890625,42175.76953125,42209.1171875,42209.1171875,0
2021-09-29 06:30:00+00:00,42199.390625,42237.51171875,42187.3671875,42200.16015625,42200.16015625,64929792
2021-09-29 06:45:00+00:00,42221.1640625,42419.984375,42221.1640625,42419.984375,42419.984375,24133632
2021-09-29 07:00:00+00:00,42444.6171875,42459.30859375,42444.6171875,42450.89453125,42450.89453125,65519616
2021-09-29 07:15:00+00:00,42449.265625,42462.51171875,42449.265625,42455.921875,42455.921875,54835200
2021-09-29 07:30:00+00:00,42490.16015625,42490.16015625,42414.2578125,42414.2578125,42414.2578125,47683584
2021-09-29 07:45:00+00:00,42414.34765625,42463.421875,42414.34765625,42463.421875,42463.421875,11247616
2021-09-29 08:00:00+00:00,42467.28515625,42479.984375,42416.26171875,42416.26171875,42416.26171875,40417280
2021-09-29 08:15:00+00:00,42417.34375,42431.80859375,42347.51171875,42347.51171875,42347.51171875,48504832
2021-09-29 08:30:00+00:00,42415.27734375,42454.78515625,42328.59765625,42346.3671875,42346.3671875,110176256
2021-09-29 08:45:00+00:00,42344.40625,42394.640625,42330.56640625,42394.640625,42394.640625,38971392
2021-09-29 09:00:00+00:00,42396.55078125,42396.55078125,42211.5703125,42224.33203125,42224.33203125,3517861888
2021-09-29 09:15:00+00:00,42202.82421875,42255.12890625,42195.0859375,42255.12890625,42255.12890625,12681216
2021-09-29 09:30:00+00:00,42249.09375,42249.09375,42166.26171875,42204.49609375,42204.49609375,0
2021-09-29 09:45:00+00:00,42197.73828125,42270.6953125,42197.73828125,42267.9296875,42267.9296875,1426073600
2021-09-29 10:00:00+00:00,42269.91015625,42431.23828125,42222.74609375,42308.9609375,42308.9609375,179406848
2021-09-29 10:15:00+00:00,42372.66015625,42372.66015625,42233.42578125,42328.734375,42328.734375,91641856
2021-09-29 10:30:00+00:00,42346.390625,42427.4140625,42312.0078125,42399.1328125,42399.1328125,104792064
2021-09-29 10:45:00+00:00,42396.55859375,42496.734375,42396.55859375,42476.28515625,42476.28515625,188751872
2021-09-29 11:00:00+00:00,42458.38671875,42458.38671875,42378.55078125,42378.55078125,42378.55078125,43542528
2021-09-29 11:15:00+00:00,42390.5546875,42390.5546875,42303.109375,42372.4453125,42372.4453125,111697920
2021-09-29 11:30:00+00:00,42359.0859375,42368.89453125,42267.08203125,42267.08203125,42267.08203125,160778240
2021-09-29 11:45:00+00:00,42327.47265625,42422.46484375,42327.47265625,42422.46484375,42422.46484375,179687424
2021-09-29 12:00:00+00:00,42424.859375,42488.86328125,42382.73828125,42479.9375,42479.9375,19947520
2021-09-29 12:15:00+00:00,42439.0546875,42545.2578125,42242.01171875,42242.01171875,42242.01171875,86038528
2021-09-29 12:30:00+00:00,42230.48046875,42280.93359375,41946.55078125,42037.828125,42037.828125,58263552
2021-09-29 12:45:00+00:00,42040.8125,42126.59375,42003.90625,42056.140625,42056.140625,62926848
2021-09-29 13:00:00+00:00,42079.40234375,42186.70703125,42063.1171875,42063.1171875,42063.1171875,54126592
2021-09-29 13:15:00+00:00,42060.43359375,42097.04296875,41971.62890625,42041.41015625,42041.41015625,58650624
2021-09-29 13:30:00+00:00,42064.94140625,42136.69140625,41984.2265625,41984.5859375,41984.5859375,3135488
2021-09-29 13:45:00+00:00,41966.453125,42166.81640625,41953.3671875,42150.5703125,42150.5703125,81729536
2021-09-29 14:00:00+00:00,42160.046875,42222.18359375,42140.078125,42173.96484375,42173.96484375,50198528
2021-09-29 14:15:00+00:00,42166.51953125,42261.20703125,42166.51953125,42250.3125,42250.3125,0
2021-09-29 14:30:00+00:00,42222.97265625,42222.97265625,42079.20703125,42101.7578125,42101.7578125,0
2021-09-29 14:45:00+00:00,42137.26953125,42254.94921875,42110.55078125,42228.5,42228.5,125859840
2021-09-29 15:00:00+00:00,42224.5078125,42257.96484375,42212.609375,42231.5,42231.5,21393408
2021-09-29 15:15:00+00:00,42239.234375,42239.234375,42135.33984375,42144.3671875,42144.3671875,13559808
2021-09-29 15:30:00+00:00,42156.03125,42156.03125,41738.95703125,41797.078125,41797.078125,126539776
2021-09-29 15:45:00+00:00,41833.875,41837.96484375,41690.015625,41690.015625,41690.015625,83099648
2021-09-29 16:00:00+00:00,41722.0390625,41808.94921875,41681.98828125,41681.98828125,41681.98828125,0
2021-09-29 16:15:00+00:00,41693.98046875,41704.35546875,41491.37109375,41491.37109375,41491.37109375,30963712
2021-09-29 16:30:00+00:00,41522.37890625,41547.37890625,41451.99609375,41497.07421875,41497.07421875,57778176
2021-09-29 16:45:00+00:00,41503.94921875,41596.5234375,41480.88671875,41520.23046875,41520.23046875,0
2021-09-29 17:00:00+00:00,41505.34375,41529.2890625,41468.16015625,41498.44921875,41498.44921875,27469824
2021-09-29 17:15:00+00:00,41480.89453125,41583.36328125,41480.35546875,41556.33203125,41556.33203125,31412224
2021-09-29 17:30:00+00:00,41547.1171875,41575.80078125,41476.75390625,41476.75390625,41476.75390625,40660992
